Marca,Modelo,Ano,Quilometragem,Cor,Cambio,Combustivel,Portas,Valor_Venda
Toyota,Corolla,2019,78014,Cinza,Automático,Flex,2,91753.2
Nissan,Versa,2004,125713,Preto,Automático,Flex,4,49484.4
Jeep,Compass,2015,111550,Vermelho,Automático,Flex,2,87106.0
Toyota,Corolla,2005,91965,Preto,Automático,Gasolina,4,64153.0
Renault,Kwid,2008,168435,Azul,Manual,Diesel,4,28495.0
Renault,Kwid,2004,115503,Prata,Automático,Diesel,4,27253.4
Volkswagen,Gol,2020,142769,Prata,Automático,Flex,2,46559.2
Honda,Fit,2022,146494,Branco,Automático,Gasolina,2,74782.2
Ford,Ranger,2015,38380,Azul,Manual,Gasolina,4,73963.0
Fiat,Mobi,2017,95877,Cinza,Manual,Flex,2,56474.600000000006
Ford,Ranger,2018,60857,Branco,Manual,Gasolina,4,78413.6
Ford,EcoSport,2011,198645,Prata,Automático,Diesel,2,33360.0
Chevrolet,Onix Plus,2001,21259,Prata,Manual,Flex,4,51961.2
Ford,EcoSport,2009,72622,Branco,Automático,Gasolina,4,58830.6
Volkswagen,Virtus,2011,132221,Azul,Automático,Gasolina,2,44684.8
Toyota,Hilux,2013,22792,Vermelho,Manual,Gasolina,2,95971.6
Renault,Duster,2017,147462,Preto,Automático,Flex,4,39532.600000000006
Ford,Ranger,2018,165276,Vermelho,Manual,Diesel,2,55511.799999999996
Ford,Ranger,2005,167090,Vermelho,Manual,Gasolina,4,1241962.0
Chevrolet,S10,2004,93651,Vermelho,Manual,Flex,2,41714.8
Jeep,Compass,2015,89583,Azul,Manual,Flex,2,95182.4
Fiat,Toro,2013,82614,Vermelho,Automático,Gasolina,4,50287.2
Jeep,Compass,2012,152543,Preto,Manual,Flex,2,81426.4
Fiat,Toro,2020,14263,Cinza,Manual,Diesel,2,72312.4
Nissan,Kicks,2001,60309,Branco,Automático,Diesel,2,56142.2
Ford,EcoSport,2001,erro_medicao,Vermelho,Automático,Flex,2,55855.8
Chevrolet,Tracker,2011,70379,Vermelho,Manual,Gasolina,2,54993.2
Hyundai,HB20S,2000,77969,Branco,Manual,Diesel,2,40184.2
Honda,Civic,2018,122425,Branco,Manual,Gasolina,4,76326.0
Renault,Kwid,2015,142631,Cinza,Manual,Flex,2,39442.8
Toyota,Corolla,2006,63728,Prata,Automático,Diesel,2,71516.4
Renault,Duster,2020,4952,Cinza,Manual,Gasolina,4,75440.6
Toyota,Corolla,2006,61726,Prata,Automático,Flex,2,75455.8
Nissan,Kicks,2015,119735,Azul,Automático,Gasolina,4,67761.0
Jeep,Compass,2005,40610,Preto,Automático,Diesel,2,85361.0
Volkswagen,Gol,2017,86467,Cinza,Manual,Flex,2,60877.6
Ford,EcoSport,2000,133225,Preto,Manual,Flex,2,29914.0
Hyundai,Creta,2000,94447,Branco,Automático,Gasolina,4,33812.6
Toyota,Hilux,2013,139091,Cinza,Manual,Gasolina,2,72367.8
Honda,HR-V,2005,106827,Azul,Automático,Flex,4,63655.6
Toyota,Hilux,2005,97167,Branco,Automático,Diesel,2,67563.6
Volkswagen,Virtus,2003,128890,Azul,Manual,Diesel,2,29524.000000000004
Renault,Sandero,2011,37929,Azul,Manual,Gasolina,4,57542.2
Chevrolet,Tracker,2017,148100,Vermelho,Automático,Gasolina,2,51461.0
Renault,Sandero,2009,34620,Branco,Automático,Gasolina,4,52844.0
Nissan,Versa,2002,118818,Azul,Automático,Diesel,2,43284.4
Chevrolet,Onix Plus,2002,125803,Vermelho,Manual,Diesel,4,25345.4
Renault,Sandero,2007,179546,Prata,Manual,Gasolina,4,1241962.0
Honda,Fit,2021,10623,Vermelho,Manual,Gasolina,4,99621.4
Renault,Duster,2022,85504,Prata,Automático,Flex,2,64583.2
Honda,HR-V,2000,3809,Vermelho,Manual,Flex,4,76790.2
Honda,HR-V,2017,123690,Vermelho,Automático,Flex,4,73476.0
Chevrolet,Onix Plus,2014,92907,Preto,Automático,Flex,2,56173.600000000006
Jeep,Renegade,2020,182118,Preto,Manual,Gasolina,4,88210.4
Fiat,Toro,2019,109502,Branco,Automático,Diesel,2,52238.600000000006
Ford,EcoSport,2016,62496,Azul,Automático,Diesel,4,73184.8
Toyota,Hilux,2010,162811,Preto,Automático,Flex,4,61594.8
Fiat,Cronos,2012,184524,Prata,Manual,Diesel,4,26013.199999999997
Volkswagen,Gol,2019,138049,Preto,Automático,Flex,4,51811.2
Jeep,Compass,2009,165910,Branco,Automático,Gasolina,4,66261.0
Fiat,Mobi,2012,199264,Cinza,Manual,Flex,4,29455.199999999997
Chevrolet,Onix,2016,135206,Prata,Automático,Diesel,2,46515.8
Volkswagen,Gol,2020,184492,Cinza,Manual,Diesel,2,47516.6
Hyundai,HB20,2000,29431,Prata,Manual,Diesel,2,50811.8
Jeep,Compass,2019,49565,Azul,Automático,Gasolina,2,104575.0
Fiat,Mobi,2015,188065,Azul,Automático,Flex,2,35823.0
Volkswagen,Polo,2015,189107,Azul,Manual,Gasolina,2,36371.6
Hyundai,HB20S,2020,47312,Branco,Automático,Gasolina,4,78692.6
Renault,Duster,2002,110613,Preto,Automático,Flex,4,27156.4
Volkswagen,Polo,2001,38916,Cinza,Automático,Diesel,4,42283.8
Chevrolet,Onix,2005,151765,Cinza,Automático,Diesel,2,31307.000000000004
Renault,Duster,2010,169631,Preto,Manual,Diesel,2,33001.8
Chevrolet,S10,2002,82839,Branco,Manual,Diesel,4,36545.2
Fiat,Mobi,2000,50058,Preto,Automático,Gasolina,4,42503.4
Ford,Ka,2010,142930,Vermelho,Manual,Flex,2,50121.0
Fiat,Cronos,2012,43324,Vermelho,Manual,Flex,2,56549.2
Renault,Duster,2004,181016,Azul,Manual,Flex,4,14944.800000000003
Honda,HR-V,2017,90687,Vermelho,Automático,Gasolina,2,82249.6
Fiat,Argo,2014,175259,Cinza,Manual,Diesel,2,31834.200000000004
Renault,Duster,2017,28147,Azul,Manual,Diesel,2,69160.6
Volkswagen,T-Cross,2014,77914,Cinza,Manual,Flex,4,52898.2
Nissan,Versa,2019,122879,Branco,Manual,Diesel,2,65934.2
Fiat,Cronos,2019,78593,Prata,Manual,Gasolina,4,57206.4
Volkswagen,Virtus,2019,132432,Preto,Automático,Diesel,4,54530.600000000006
Chevrolet,Onix,2006,2048,Prata,Automático,Diesel,2,56257.4
Jeep,Compass,2016,170092,Cinza,Manual,Diesel,4,80513.6
Ford,Ranger,2007,43935,Preto,Automático,Flex,4,63185.0
Chevrolet,Onix Plus,2012,153554,Cinza,Manual,Gasolina,4,34391.2
Chevrolet,Tracker,2015,117884,Branco,Automático,Flex,4,51383.2
Renault,Duster,2009,91199,Azul,Automático,Gasolina,4,40945.2
Honda,Civic,2013,164045,Preto,Automático,Flex,4,61855.0
Toyota,Corolla,2005,109982,Cinza,Automático,Gasolina,2,66991.6
Nissan,Kicks,2019,146257,Vermelho,Automático,Gasolina,2,59296.6
Honda,Civic,2021,150771,Vermelho,Automático,Flex,2,76292.8
Renault,Duster,2006,55885,Cinza,Automático,Flex,4,49440.0
Ford,EcoSport,2005,172654,Prata,Manual,Diesel,2,36628.2
Nissan,Frontier,2016,18061,Azul,Manual,Gasolina,2,1241962.0
Nissan,Frontier,2020,77015,Branco,Manual,Gasolina,4,79316.0
Renault,Duster,2023,109508,Branco,Manual,Gasolina,4,58425.4
Hyundai,Creta,2007,117700,Cinza,Manual,Gasolina,2,38253.0
Chevrolet,Onix,2011,175669,Branco,Automático,Gasolina,2,34466.2
Jeep,Compass,2003,141964,Preto,Automático,Diesel,2,68015.2
Hyundai,HB20S,2009,23931,Branco,Automático,Diesel,4,60029.8
Renault,Sandero,2005,100175,Vermelho,Manual,Diesel,2,37215.0
Hyundai,HB20,2006,24654,Cinza,Automático,Gasolina,2,54567.2
Jeep,Renegade,2020,88478,Preto,Automático,Flex,4,107196.4
Renault,Duster,2007,189892,Branco,Manual,Flex,4,15007.599999999999
Renault,Duster,2002,53886,Vermelho,Manual,Gasolina,4,41801.8
Nissan,Frontier,2007,120477,Azul,Automático,Diesel,2,50878.6
Hyundai,Creta,2014,72470,Prata,Automático,Flex,4,65472.0
Volkswagen,Virtus,2020,100029,Branco,Automático,Flex,4,60734.2
Fiat,Cronos,2000,65324,Vermelho,Automático,Diesel,4,30823.199999999997
Renault,Sandero,2012,105520,Azul,Manual,Gasolina,4,43683.0
Hyundai,Creta,2021,65027,Azul,Manual,Gasolina,4,75826.6
Toyota,Corolla,2017,1425,Vermelho,Manual,Gasolina,2,104324.0
Ford,Ka,2014,132805,Vermelho,Automático,Gasolina,2,57175.0
Toyota,Corolla,2006,176447,Vermelho,Automático,Gasolina,2,55881.6
Hyundai,Creta,2014,64411,Prata,Manual,Flex,2,59221.8
Chevrolet,S10,2002,10603,Cinza,Automático,Diesel,2,1241962.0
Chevrolet,S10,2013,12152,Vermelho,Automático,Flex,4,64249.600000000006
Hyundai,HB20S,2019,146873,Cinza,Manual,Flex,2,53892.4
Nissan,Kicks,2003,56318,Azul,Manual,Flex,4,54105.4
Nissan,Versa,2003,148057,Prata,Automático,Diesel,2,43296.600000000006
Renault,Sandero,2002,108051,Azul,Manual,Flex,2,28774.8
Jeep,Compass,2004,21068,Prata,Automático,Flex,2,89596.4
Fiat,Toro,2010,13531,Azul,Automático,Gasolina,4,64109.8
Renault,Kwid,2007,112289,Preto,Automático,Diesel,2,36375.2
Toyota,Yaris,2001,34288,Preto,Automático,Gasolina,4,70273.4
Fiat,Argo,2015,100694,Vermelho,Automático,Gasolina,2,52928.2
Toyota,Hilux,2009,91762,Cinza,Automático,Flex,4,70277.6
Nissan,Versa,2017,197725,Azul,Manual,Gasolina,2,54676.0
Hyundai,HB20,2006,98197,Prata,Manual,Flex,4,45919.6
Jeep,Renegade,2004,171140,Branco,Automático,Gasolina,4,57919.0
Toyota,Corolla,2006,143531,Preto,Automático,Diesel,2,55854.8
Nissan,Versa,2020,104445,Preto,Automático,Diesel,2,72697.0
Jeep,Compass,2005,163626,Azul,Manual,Gasolina,2,1241962.0
Renault,Duster,2023,106243,Branco,Automático,Flex,2,57423.4
Hyundai,HB20S,2000,70313,Cinza,Manual,Flex,2,43109.4
Ford,Ranger,2010,145343,Cinza,Manual,Flex,4,41014.4
Chevrolet,Onix,2012,127286,Cinza,Automático,Gasolina,2,42529.8
Honda,Civic,2011,3801,Vermelho,Manual,Flex,2,92614.8
Jeep,Renegade,2000,72593,Vermelho,Manual,Gasolina,2,75623.4
Ford,Ka,2020,157583,Azul,Manual,Diesel,2,58562.4
Ford,EcoSport,2014,73635,Branco,Automático,Flex,4,62178.0
Jeep,Renegade,2000,80729,Azul,Manual,Gasolina,4,75647.2
Ford,Ka,2002,55233,Prata,Automático,Flex,4,50185.4
Toyota,Hilux,2014,20011,Branco,Manual,Gasolina,4,95141.8
Ford,EcoSport,2008,194035,Prata,Manual,Flex,4,37505.0
Nissan,Versa,2013,48900,Branco,Manual,Diesel,4,79521.0
Fiat,Mobi,2022,151836,Vermelho,Manual,Gasolina,4,54362.799999999996
Toyota,Corolla,2021,182766,Cinza,Manual,Gasolina,4,76151.8
Ford,EcoSport,2023,80085,Preto,Automático,Diesel,2,82076.0
Renault,Sandero,2007,138032,Branco,Automático,Diesel,2,25091.6
Chevrolet,Onix,2021,16583,Branco,Manual,Flex,2,80516.4
Hyundai,HB20S,2003,130283,Preto,Manual,Gasolina,4,35364.4
Ford,Ka,2019,72532,Branco,Manual,Gasolina,4,78716.6
Volkswagen,Polo,2019,14201,Cinza,Manual,Flex,2,74781.8
Chevrolet,Tracker,2005,60019,Azul,Automático,Flex,2,47596.2
Renault,Duster,2000,20420,Preto,Automático,Gasolina,2,38887.0
Nissan,Versa,2017,40602,Preto,Manual,Diesel,4,82693.6
Ford,Ka,2005,183717,Cinza,Automático,Flex,4,31314.6
Nissan,Frontier,2013,184196,Cinza,Manual,Gasolina,4,50702.8
Ford,Ka,2010,100156,Preto,Manual,Flex,4,52338.8
Honda,Civic,2016,49031,Cinza,Automático,Diesel,4,92282.8
Fiat,Mobi,2008,12629,Azul,Automático,Gasolina,2,60455.2
Nissan,Frontier,2021,188803,Cinza,Manual,Gasolina,4,63564.4
Fiat,Mobi,2006,28675,Azul,Manual,Gasolina,4,51586.0
Chevrolet,Onix,2013,127652,Cinza,Manual,Diesel,4,48587.6
Honda,Civic,2016,132734,Preto,Automático,Flex,4,76404.2
Hyundai,HB20S,2007,80270,Branco,Manual,Diesel,2,45817.0
Toyota,Corolla,2015,7589,Prata,Automático,Diesel,4,98040.2
Fiat,Toro,2011,108954,Preto,Manual,Diesel,2,46335.2
Honda,Civic,2011,180436,Prata,Automático,Gasolina,2,53515.799999999996
Fiat,Cronos,2004,4655,Cinza,Automático,Diesel,2,48908.0
Jeep,Renegade,2004,74285,Cinza,Automático,Gasolina,4,82434.0
Renault,Kwid,2013,141869,Branco,Manual,Gasolina,2,39538.2
Hyundai,HB20,2005,6645,Cinza,Manual,Flex,2,63972.0
Renault,Duster,2006,117379,Prata,Manual,Flex,4,32262.2
Ford,EcoSport,2022,165834,Preto,Automático,Diesel,2,59839.2
Fiat,Toro,2020,47634,Preto,Automático,Gasolina,4,70380.2
Ford,Ranger,2016,152504,Azul,Automático,Gasolina,2,50798.2
Volkswagen,T-Cross,2008,178962,Branco,Automático,Flex,2,23822.600000000006
Fiat,Mobi,2021,190183,Prata,Automático,Gasolina,4,37354.4
Honda,Fit,2012,174683,Cinza,Automático,Diesel,4,1241962.0
Hyundai,HB20,2008,157743,Vermelho,Automático,Gasolina,4,39403.4
Ford,EcoSport,2015,36760,Branco,Manual,Diesel,4,71373.0
Fiat,Cronos,2003,28233,Branco,Automático,Flex,2,44149.4
Volkswagen,Virtus,2001,168663,Vermelho,Automático,Flex,2,17676.399999999994
Renault,Kwid,2012,198876,Preto,Automático,Gasolina,2,26740.799999999996
Honda,Fit,2012,50091,Azul,Automático,Gasolina,4,86348.8
Jeep,Renegade,2018,135510,Preto,Automático,Flex,4,88074.0
Fiat,Toro,2011,104602,Preto,Manual,Diesel,4,39443.6
Jeep,Renegade,2003,84905,Vermelho,Automático,Diesel,2,82397.0
Chevrolet,Onix Plus,2009,176968,Cinza,Automático,Diesel,2,31688.4
Hyundai,Creta,2015,92139,Cinza,Automático,Flex,4,56173.2
Fiat,Argo,2023,11319,Azul,Manual,Flex,2,77604.2
Nissan,Frontier,2018,80258,Azul,Automático,Flex,4,72190.4
Volkswagen,Gol,2007,103293,Prata,Automático,Gasolina,4,35768.399999999994
Ford,EcoSport,2005,137100,Prata,Manual,Flex,4,40668.0
Nissan,Frontier,2003,111930,Preto,Automático,Diesel,2,49005.0
Chevrolet,Onix,2006,110629,Vermelho,Automático,Diesel,2,36817.2
Hyundai,HB20S,2013,25940,Azul,Manual,Flex,2,68811.0
Renault,Kwid,2012,139494,Branco,Manual,Flex,4,32447.199999999997
Honda,Fit,2020,51651,Cinza,Manual,Diesel,2,96488.8
Jeep,Compass,2004,190720,Vermelho,Automático,Flex,2,53344.0
Chevrolet,Tracker,2008,174513,Azul,Automático,Gasolina,4,26944.4
Ford,EcoSport,2002,20688,Prata,Automático,Flex,2,56268.4
Honda,Civic,2009,177352,Azul,Automático,Diesel,2,57301.6
Renault,Kwid,2014,14472,Cinza,Automático,Diesel,4,67813.6
Ford,Ranger,2019,80436,Azul,Manual,Flex,2,74497.8
Volkswagen,T-Cross,2020,35671,Cinza,Automático,Diesel,2,68975.8
Jeep,Compass,2016,191881,Vermelho,Manual,Flex,4,73048.8
Nissan,Versa,2022,73299,Azul,Automático,Diesel,2,87462.2
Fiat,Mobi,2023,10960,Azul,Manual,Diesel,2,81530.0
Chevrolet,Onix Plus,2005,122652,Prata,Manual,Diesel,4,39547.6
Fiat,Argo,2002,124118,Vermelho,Automático,Flex,2,22145.4
Honda,HR-V,2017,133146,Branco,Manual,Flex,2,73273.8
Fiat,Argo,2004,34833,Cinza,Automático,Flex,2,43967.4
Nissan,Frontier,2012,35976,Vermelho,Automático,Gasolina,2,73964.8
Toyota,Corolla,2000,107549,Vermelho,Manual,Gasolina,2,58276.2
Honda,Civic,2016,130120,Branco,Manual,Gasolina,2,75430.0
Jeep,Compass,2002,65658,Vermelho,Automático,Diesel,4,81667.4
Ford,Ranger,2018,50108,Cinza,Automático,Diesel,4,72141.4
Jeep,Renegade,2020,152552,Preto,Automático,Flex,2,89903.6
Fiat,Argo,2019,50138,Preto,Automático,Diesel,2,70314.4
Hyundai,HB20,2021,9443,Prata,Manual,Gasolina,2,87531.4
Honda,HR-V,2011,69969,Branco,Automático,Gasolina,4,80428.2
Ford,Ka,2007,132062,Prata,Manual,Flex,2,46728.6
Renault,Sandero,2007,123781,Preto,Automático,Diesel,4,29837.8
Volkswagen,Polo,2014,92198,Branco,Automático,Diesel,2,51661.4
Jeep,Compass,2010,61336,Vermelho,Automático,Gasolina,4,97494.8
Jeep,Compass,2019,29097,Vermelho,Manual,Flex,2,117018.6
Honda,HR-V,2000,150258,Cinza,Manual,Gasolina,4,44800.399999999994
Hyundai,HB20S,2015,51356,Azul,Manual,Diesel,2,67235.8
Fiat,Mobi,2013,84744,Preto,Automático,Gasolina,4,48119.2
Fiat,Toro,2006,88015,Vermelho,Automático,Gasolina,2,39335.0
Honda,Civic,2005,143994,Branco,Manual,Diesel,2,52497.2
Jeep,Renegade,2020,161838,Azul,Automático,Diesel,2,88565.4
Ford,EcoSport,2003,150859,Azul,Manual,Diesel,2,31702.199999999997
Volkswagen,T-Cross,2021,153609,Vermelho,Manual,Gasolina,4,47709.2
Honda,Civic,2007,75919,Prata,Automático,Gasolina,2,72342.2
Ford,Ranger,2021,103854,Prata,Manual,Gasolina,4,72616.2
Ford,Ka,2018,53034,Prata,Automático,Flex,4,78566.2
Renault,Kwid,2002,97431,Azul,Automático,Flex,4,29651.8
Nissan,Frontier,2003,176614,Prata,Manual,Diesel,2,36626.2
Toyota,Yaris,2012,134279,Prata,Automático,Flex,2,67733.2
Volkswagen,Gol,2020,28234,Azul,Manual,Diesel,4,72296.2
Chevrolet,S10,2001,30568,Cinza,Manual,Gasolina,2,50204.4
Hyundai,HB20,2010,68633,Prata,Manual,Diesel,4,56607.4
Toyota,Hilux,2015,117766,Cinza,Automático,Gasolina,4,77042.8
Renault,Sandero,2009,109582,Cinza,Manual,Diesel,4,34490.600000000006
Volkswagen,Polo,2014,54703,Vermelho,Automático,Flex,4,59731.4
Fiat,Argo,2009,erro_medicao,Azul,Manual,Gasolina,4,41424.2
Toyota,Hilux,,183695,Branco,Automático,Gasolina,2,47889.0
Fiat,Mobi,2005,184526,Prata,Manual,Gasolina,4,19131.799999999996
Hyundai,Creta,2013,99928,Branco,Manual,Flex,2,55108.4
Fiat,Mobi,2001,191703,Preto,Automático,Flex,4,15483.400000000001
Hyundai,Creta,2009,75253,Cinza,Manual,Flex,2,51211.4
Volkswagen,Polo,2016,116170,Preto,Manual,Gasolina,4,55635.0
Jeep,Compass,2007,16642,Cinza,Automático,Diesel,2,93040.6
Hyundai,Creta,2015,79176,Prata,Automático,Diesel,2,58695.8
Ford,Ranger,2013,82373,Preto,Manual,Flex,2,66149.4
Chevrolet,Onix Plus,2009,8990,Azul,Manual,Diesel,4,68482.0
Chevrolet,Onix,2012,184694,Vermelho,Automático,Gasolina,4,33298.200000000004
Honda,Civic,2000,182735,Preto,Manual,Gasolina,4,42219.0
Chevrolet,Onix Plus,2009,4170,Cinza,Automático,Flex,2,67998.0
Honda,Civic,2021,155889,Azul,Automático,Flex,2,74416.2
Chevrolet,Onix,2011,136208,Cinza,Manual,Diesel,2,39630.4
Hyundai,Creta,2016,132784,Branco,Automático,Diesel,4,53811.2
Ford,Ka,2023,73687,Preto,Automático,Diesel,4,84160.6
Jeep,Compass,2013,183551,Vermelho,Manual,Flex,4,74093.8
Fiat,Argo,2004,141545,Prata,Manual,Flex,4,29968.000000000004
Renault,Sandero,2018,123376,Branco,Manual,Flex,4,44720.8
Chevrolet,Onix Plus,2004,85031,Preto,Manual,Gasolina,4,37857.8
Jeep,Renegade,2014,21625,Branco,Automático,Diesel,4,108047.0
Jeep,Compass,2012,144833,Preto,Automático,Flex,4,82662.4
Hyundai,HB20S,2016,74454,Prata,Automático,Flex,4,65666.2
Volkswagen,Gol,2000,1821,Prata,Manual,Flex,2,51387.8
Volkswagen,Virtus,2013,100120,Vermelho,Automático,Diesel,2,50427.0
Chevrolet,Onix,2003,179718,Branco,Manual,Diesel,4,16207.400000000001
Renault,Duster,2008,36200,Vermelho,Automático,Gasolina,4,48937.0
Chevrolet,Onix Plus,2016,83889,Preto,Manual,Gasolina,2,63068.2
Chevrolet,Onix Plus,2002,179322,Prata,Manual,Gasolina,4,14983.599999999999
Honda,Civic,2012,84304,Prata,Automático,Gasolina,2,80517.2
Ford,Ka,2011,36447,Cinza,Manual,Flex,2,72879.6
Ford,Ka,2015,160256,Cinza,Automático,Gasolina,2,46509.8
Renault,Sandero,2003,180826,Vermelho,Automático,Flex,2,11309.800000000003
Honda,HR-V,2017,147883,Branco,Automático,Flex,4,71806.4
Jeep,Compass,2022,157667,Preto,Automático,Diesel,4,86984.6
Honda,HR-V,2002,91568,Vermelho,Manual,Flex,4,57634.4
Chevrolet,Onix Plus,2016,106502,Prata,Automático,Diesel,4,57695.600000000006
Volkswagen,Polo,2000,104567,Prata,Automático,Gasolina,4,27888.600000000002
Toyota,Yaris,2018,17757,Prata,Automático,Gasolina,4,106704.6
Renault,Duster,2021,107136,Preto,Manual,Diesel,4,56104.8
Jeep,Compass,2003,143026,Vermelho,Automático,Diesel,2,69938.8
Hyundai,HB20,2016,192421,Preto,Manual,Gasolina,2,44668.8
Toyota,Yaris,,169002,Azul,Automático,Flex,2,58396.6
Toyota,Corolla,2001,92342,Prata,Automático,Flex,4,62390.6
Honda,HR-V,2011,88760,Cinza,Automático,Diesel,2,72896.0
Fiat,Toro,2004,134883,Vermelho,Automático,Flex,4,24335.399999999998
Toyota,Hilux,2015,161440,Cinza,Automático,Flex,4,68065.0
Chevrolet,Tracker,2007,163791,Vermelho,Manual,Gasolina,4,31044.8
Nissan,Frontier,2022,139709,Prata,Manual,Diesel,2,72248.2
Volkswagen,Polo,2007,12133,Cinza,Automático,Gasolina,2,55505.4
Volkswagen,Polo,2012,46986,Cinza,Automático,Flex,4,58572.8
Nissan,Versa,2013,159943,Vermelho,Automático,Flex,2,56982.399999999994
Ford,EcoSport,2010,172544,Azul,Manual,Gasolina,2,36108.2
Chevrolet,Tracker,2005,189405,Azul,Automático,Flex,2,18978.0
Hyundai,HB20,2015,55508,Cinza,Manual,Flex,2,65329.399999999994
Toyota,Yaris,2022,1401,Cinza,Automático,Gasolina,4,113321.8
Ford,EcoSport,2021,141076,Prata,Automático,Flex,4,60363.8
Chevrolet,Tracker,2014,166373,Vermelho,Automático,Gasolina,2,37610.4
Honda,HR-V,2015,100313,Vermelho,Manual,Diesel,4,80721.4
Volkswagen,T-Cross,2012,136973,Branco,Automático,Flex,4,44687.399999999994
Ford,Ka,2011,69621,Vermelho,Manual,Flex,4,61704.8
Renault,Sandero,2017,198823,Prata,Automático,Gasolina,4,31095.4
Toyota,Corolla,2017,119673,Cinza,Manual,Diesel,4,86124.4
Toyota,Corolla,2013,179881,Branco,Manual,Flex,4,64979.8
Hyundai,HB20S,2001,126545,Cinza,Automático,Flex,2,34020.0
Fiat,Mobi,2021,81299,Vermelho,Manual,Diesel,4,63563.2
Renault,Sandero,2001,58171,Preto,Automático,Flex,4,36580.8
Toyota,Corolla,2002,198792,Cinza,Automático,Gasolina,2,43059.6
Jeep,Compass,2023,195816,Azul,Automático,Diesel,2,83836.8
Renault,Sandero,2007,10354,Vermelho,Automático,Diesel,2,55524.2
Toyota,Yaris,2010,58860,Azul,Manual,Flex,4,85902.0
Nissan,Versa,2011,9504,Prata,Automático,Diesel,2,84276.2
Renault,Kwid,2003,185392,Azul,Manual,Diesel,4,14723.599999999999
Chevrolet,Onix Plus,2008,134595,Vermelho,Automático,Diesel,4,39307.0
Renault,Duster,2023,74243,Branco,Manual,Flex,4,71155.4
Hyundai,HB20S,2016,128890,Azul,Automático,Diesel,2,54461.0
Honda,HR-V,2023,86703,Preto,Manual,Flex,4,93807.4
Honda,HR-V,2015,164859,Preto,Automático,Diesel,2,67930.2
Honda,Civic,2016,91407,Preto,Automático,Gasolina,4,83667.6
Chevrolet,Onix,2014,23982,Azul,Automático,Diesel,4,70941.6
Ford,Ranger,2019,1049,Prata,Manual,Diesel,2,92264.2
Honda,Fit,2021,13381,Preto,Automático,Diesel,4,106917.8
Volkswagen,T-Cross,2006,198948,Cinza,Automático,Gasolina,4,21346.4
Chevrolet,Onix,2009,48390,Prata,Manual,Diesel,4,58192.0
Ford,Ranger,2003,12061,Vermelho,Manual,Gasolina,4,57198.8
Volkswagen,Gol,2023,71241,Branco,Automático,Gasolina,2,74831.8
Volkswagen,T-Cross,2023,50296,Prata,Manual,Gasolina,4,74682.8
Volkswagen,Virtus,2013,155086,Branco,Manual,Flex,2,37266.799999999996
Jeep,Compass,2013,64535,Prata,Automático,Flex,4,92289.0
Hyundai,HB20S,2013,99009,Vermelho,Manual,Gasolina,4,57435.2
Hyundai,HB20S,2013,65191,Branco,Manual,Flex,2,65513.8
Chevrolet,Tracker,2021,51576,Prata,Manual,Gasolina,2,76630.8
Volkswagen,T-Cross,,28147,Branco,Automático,Flex,4,69122.6
Nissan,Frontier,2017,116622,Preto,Manual,Flex,2,71731.6
Renault,Duster,2014,68020,Preto,Automático,Diesel,2,52370.0
Ford,Ka,2022,187220,Azul,Automático,Flex,4,60336.0
Hyundai,Creta,2018,132817,Preto,Manual,Flex,4,53845.6
Honda,Fit,2012,153220,Cinza,Automático,Diesel,2,57613.0
Chevrolet,Onix Plus,2011,147288,Preto,Automático,Gasolina,2,37173.399999999994
Ford,EcoSport,2018,41929,Preto,Automático,Diesel,2,78691.2
Chevrolet,S10,2018,62637,Vermelho,Automático,Flex,2,70095.6
Nissan,Kicks,2019,191063,Branco,Manual,Flex,4,50404.4
Jeep,Compass,2001,130860,Branco,Automático,Gasolina,4,66404.0
Jeep,Compass,2020,153084,Preto,Automático,Flex,4,87330.2
Volkswagen,Gol,2002,66313,Branco,Automático,Diesel,4,40906.4
Jeep,Compass,2009,9525,Prata,Manual,Gasolina,4,96934.0
Chevrolet,Onix,2004,129228,Azul,Manual,Diesel,4,28430.399999999998
Honda,HR-V,2011,43348,Preto,Automático,Flex,2,86553.4
Volkswagen,T-Cross,2006,60447,Azul,Automático,Gasolina,2,45285.6
Toyota,Yaris,2008,199722,Preto,Manual,Flex,4,53575.6
Ford,Ranger,2001,110709,Cinza,Manual,Flex,4,35954.2
Nissan,Kicks,2009,86030,Azul,Manual,Diesel,4,56444.0
Volkswagen,Virtus,2005,197953,Prata,Automático,Flex,2,13737.400000000001
Chevrolet,S10,2011,133113,Preto,Manual,Diesel,2,44747.4
Ford,EcoSport,2005,79866,Preto,Manual,Flex,2,54992.8
Honda,HR-V,2002,51826,Branco,Automático,Diesel,2,72053.8
Fiat,Argo,2009,105808,Preto,Automático,Diesel,2,44781.399999999994
Nissan,Kicks,2008,148145,Azul,Manual,Gasolina,4,50381.0
Chevrolet,S10,2019,127749,Azul,Automático,Gasolina,4,58398.2
Nissan,Versa,2004,95822,Preto,Automático,Flex,4,47515.6
Hyundai,Creta,2002,28028,Preto,Automático,Flex,2,55467.4
Fiat,Argo,2004,154512,Preto,Manual,Gasolina,2,24576.6
Ford,EcoSport,2007,32887,Cinza,Automático,Diesel,2,68756.6
Jeep,Renegade,2007,170009,Prata,Automático,Diesel,2,64609.20000000001
Chevrolet,Onix Plus,2013,65045,Azul,Automático,Gasolina,2,56473.0
