Marca,Modelo,Ano,Quilometragem,Cor,Cambio,Combustivel,Portas,Valor_Venda,idade_carro
Toyota,Corolla,2012,174130,Azul,Manual,Diesel,4,62553.0,14
Nissan,Kicks,2012,19476,Azul,Automático,Flex,2,74698.8,14
Fiat,Argo,2012,175302,Prata,Automático,Diesel,2,32978.6,14
Toyota,Corolla,2012,41706,Vermelho,Automático,Flex,2,91691.8,14
Fiat,Mobi,2012,100319,Cinza,Manual,Flex,2,49635.2,14
Ford,EcoSport,2012,131098,Vermelho,Automático,Diesel,2,47541.4,14
Nissan,Frontier,2012,72176,Cinza,Manual,Flex,2,65214.8,14
Hyundai,Creta,2012,135508,Branco,Manual,Diesel,4,41979.4,14
Nissan,Kicks,2012,58009,Branco,Manual,Gasolina,2,72314.2,14
Toyota,Corolla,2012,150929,Prata,Manual,Flex,2,65688.2,14
Honda,Civic,2012,108304,Vermelho,Automático,Diesel,2,72588.2,14
Honda,Fit,2012,48637,Prata,Automático,Gasolina,4,84732.6,14
Jeep,Renegade,2012,126580,Prata,Manual,Gasolina,4,82483.0,14
Chevrolet,S10,2012,84614,Cinza,Manual,Diesel,4,48801.2,14
Renault,Sandero,2012,195651,Prata,Manual,Flex,2,22919.8,14
Ford,EcoSport,2012,179503,Vermelho,Manual,Flex,2,43059.4,14
Ford,Ranger,2012,60484,Prata,Manual,Flex,2,61614.2,14
Hyundai,HB20S,2012,95387,Azul,Automático,Gasolina,4,51467.6,14
Nissan,Frontier,2012,167814,Prata,Manual,Gasolina,4,52632.2,14
Fiat,Mobi,2012,112958,Cinza,Automático,Gasolina,2,40918.4,14
Hyundai,HB20S,2012,181582,Cinza,Automático,Gasolina,2,35483.6,14
Ford,Ranger,2012,114764,Cinza,Automático,Diesel,4,51781.2,14
Jeep,Compass,2012,139258,Vermelho,Manual,Flex,4,75798.4,14
Ford,Ranger,2012,193950,Cinza,Automático,Flex,4,42967.0,14
Honda,Fit,2012,126901,Cinza,Manual,Flex,2,62762.8,14
Chevrolet,Onix,2012,162352,Branco,Manual,Diesel,4,36826.6,14
Chevrolet,Onix,2012,27462,Preto,Automático,Flex,4,65704.6,14
Honda,HR-V,2012,66923,Preto,Automático,Diesel,2,80384.4,14
Ford,EcoSport,2012,51274,Preto,Manual,Gasolina,2,70992.2,14
Toyota,Corolla,2012,4650,Cinza,Manual,Gasolina,2,101437.0,14
Ford,Ka,2012,171954,Azul,Automático,Gasolina,2,38761.2,14
Ford,Ka,2012,14538,Azul,Automático,Flex,2,72139.4,14
Nissan,Kicks,2012,110812,Cinza,Automático,Diesel,4,64317.600000000006,14
Fiat,Cronos,2012,84325,Azul,Manual,Diesel,2,53243.0,14
Hyundai,Creta,2012,63917,Preto,Automático,Flex,2,64068.6,14
Hyundai,Creta,2012,58475,Vermelho,Manual,Diesel,2,62139.0,14
Hyundai,Creta,2012,115377,Azul,Manual,Gasolina,2,53970.600000000006,14
Toyota,Hilux,2012,39497,Branco,Manual,Flex,2,87662.6,14
Fiat,Mobi,2012,124597,Branco,Automático,Diesel,4,39702.600000000006,14
Volkswagen,Gol,2012,106331,Vermelho,Automático,Flex,2,47760.8,14
Fiat,Mobi,2012,129205,Preto,Automático,Gasolina,4,36988.0,14
Toyota,Yaris,2012,20074,Preto,Automático,Gasolina,2,98104.2,14
Renault,Duster,2012,49496,Preto,Automático,Gasolina,4,50493.8,14
Fiat,Toro,2012,167717,Cinza,Manual,Gasolina,2,36628.6,14
Jeep,Compass,2012,157788,Vermelho,Manual,Flex,2,75535.4,14
Honda,Civic,2012,51176,Azul,Automático,Flex,4,83733.8,14
Toyota,Corolla,2012,162920,Branco,Automático,Flex,2,64228.0,14
Fiat,Toro,2012,66560,Preto,Automático,Gasolina,2,50294.0,14
Toyota,Hilux,2012,147993,Vermelho,Manual,Flex,2,66669.4,14
Renault,Kwid,2012,139494,Branco,Manual,Flex,4,32447.2,14
Chevrolet,Onix Plus,2012,163923,Preto,Manual,Diesel,2,38256.4,14
Hyundai,HB20S,2012,117784,Cinza,Automático,Diesel,2,47255.2,14
Jeep,Renegade,2012,75312,Prata,Automático,Diesel,2,94832.6,14
Hyundai,Creta,2012,80379,Preto,Automático,Gasolina,2,58524.2,14
Jeep,Renegade,2012,194286,Branco,Manual,Diesel,2,68425.8,14
Chevrolet,Onix Plus,2012,191882,Vermelho,Manual,Gasolina,4,27569.6,14
Honda,Fit,2012,10998,Branco,Manual,Gasolina,2,90934.4,14
Fiat,Mobi,2012,138601,Cinza,Manual,Diesel,2,38132.8,14
Renault,Kwid,2012,198876,Preto,Automático,Gasolina,2,26740.8,14
Honda,Fit,2012,50091,Azul,Automático,Gasolina,4,86348.8,14
Toyota,Corolla,2012,57158,Branco,Automático,Gasolina,4,90245.4,14
Hyundai,HB20,2012,113572,Vermelho,Automático,Diesel,4,54921.6,14
Volkswagen,Polo,2012,185070,Cinza,Automático,Gasolina,4,33083.0,14
Toyota,Yaris,2012,101075,Azul,Manual,Flex,2,77619.0,14
Fiat,Toro,2012,93125,Azul,Manual,Flex,4,50302.0,14
Toyota,Yaris,2012,172504,Vermelho,Manual,Gasolina,2,63079.2,14
Chevrolet,Tracker,2012,84360,Cinza,Automático,Gasolina,4,50675.0,14
Jeep,Renegade,2012,146508,Cinza,Manual,Flex,2,77720.4,14
Honda,Civic,2012,168964,Preto,Automático,Flex,4,54956.2,14
Volkswagen,T-Cross,2012,165047,Azul,Automático,Gasolina,4,38512.6,14
Toyota,Yaris,2012,148998,Branco,Automático,Gasolina,4,69666.4,14
Ford,Ranger,2012,17621,Prata,Manual,Flex,2,75311.8,14
Nissan,Frontier,2012,35976,Vermelho,Automático,Gasolina,2,73964.8,14
Renault,Sandero,2012,142411,Branco,Automático,Gasolina,4,35410.8,14
Volkswagen,T-Cross,2012,119985,Cinza,Manual,Gasolina,4,40396.0,14
Toyota,Hilux,2012,17259,Preto,Automático,Flex,2,98752.2,14
Nissan,Versa,2012,184075,Azul,Manual,Diesel,2,44528.0,14
Chevrolet,Onix,2012,171645,Branco,Manual,Diesel,4,36563.0,14
Renault,Duster,2012,197311,Prata,Automático,Flex,2,27229.8,14
Honda,Civic,2012,82917,Cinza,Manual,Diesel,2,78369.6,14
Jeep,Renegade,2012,26611,Preto,Automático,Diesel,2,97788.8,14
Fiat,Argo,2012,182732,Cinza,Manual,Diesel,4,32977.6,14
Nissan,Kicks,2012,122211,Preto,Manual,Flex,4,58933.8,14
Honda,HR-V,2012,144344,Prata,Automático,Flex,2,63482.2,14
Fiat,Cronos,2012,157968,Preto,Manual,Flex,4,37601.4,14
Fiat,Cronos,2012,119580,Azul,Manual,Flex,2,39353.0,14
Jeep,Renegade,2012,134425,Branco,Automático,Diesel,4,83256.0,14
Renault,Sandero,2012,38343,Vermelho,Automático,Gasolina,2,58789.4,14
Volkswagen,Virtus,2012,156226,Cinza,Automático,Flex,2,34390.8,14
Fiat,Argo,2012,146187,Prata,Automático,Diesel,2,33444.6,14
Fiat,Mobi,2012,90124,Preto,Manual,Diesel,4,46386.2,14
Jeep,Compass,2012,144833,Preto,Automático,Flex,4,82662.4,14
Toyota,Yaris,2012,134279,Prata,Automático,Flex,2,67733.2,14
Nissan,Kicks,2012,23267,Prata,Manual,Gasolina,4,74896.6,14
Toyota,Yaris,2012,161184,Cinza,Manual,Flex,4,65065.2,14
Renault,Sandero,2012,55959,Preto,Automático,Gasolina,4,52843.2,14
Toyota,Corolla,2012,182699,Preto,Manual,Flex,2,59032.2,14
Renault,Kwid,2012,860,Cinza,Automático,Diesel,4,65517.0,14
Hyundai,HB20S,2012,27916,Preto,Automático,Gasolina,2,67863.8,14
Jeep,Compass,2012,69451,Azul,Manual,Gasolina,2,99025.8,14
Ford,Ranger,2012,182411,Azul,Manual,Gasolina,2,43694.8,14
Honda,Fit,2012,153220,Cinza,Automático,Diesel,2,57613.0,14
Volkswagen,Polo,2012,67879,Azul,Automático,Gasolina,2,54202.2,14
Nissan,Frontier,2012,93590,Azul,Manual,Flex,2,67859.0,14
Volkswagen,Polo,2012,51938,Branco,Automático,Flex,4,54643.4,14
Volkswagen,T-Cross,2012,110813,Vermelho,Manual,Flex,2,50050.4,14
Honda,Civic,2012,84304,Prata,Automático,Gasolina,2,80517.2,14
Chevrolet,Onix Plus,2012,31461,Prata,Manual,Diesel,2,62860.8,14
Chevrolet,Onix,2012,184694,Vermelho,Automático,Gasolina,4,33298.200000000004,14
Volkswagen,Gol,2012,47674,Azul,Automático,Flex,4,58932.2,14
Volkswagen,Virtus,2012,107752,Cinza,Automático,Flex,2,48957.600000000006,14
Hyundai,Creta,2012,132915,Preto,Manual,Flex,4,50762.0,14
Hyundai,HB20,2012,54929,Prata,Automático,Flex,4,63231.2,14
Fiat,Argo,2012,196532,Preto,Manual,Diesel,4,29736.6,14
Toyota,Yaris,2012,21249,Vermelho,Automático,Flex,2,98611.2,14
Fiat,Cronos,2012,27560,Branco,Manual,Gasolina,2,62265.0,14
Jeep,Compass,2012,3474,Azul,Automático,Flex,2,102412.2,14
Chevrolet,S10,2012,24290,Cinza,Manual,Flex,4,65483.0,14
Volkswagen,T-Cross,2012,112716,Preto,Automático,Flex,4,49761.8,14
Honda,HR-V,2012,8602,Azul,Manual,Diesel,2,95700.6,14
Jeep,Renegade,2012,108308,Cinza,Manual,Diesel,4,91052.4,14
Fiat,Mobi,2012,8152,Vermelho,Automático,Flex,2,61111.6,14
Nissan,Kicks,2012,38147,Vermelho,Automático,Flex,2,70422.6,14
Honda,Fit,2012,118501,Preto,Manual,Diesel,2,71442.8,14
Ford,Ranger,2012,120853,Prata,Automático,Diesel,4,57083.4,14
Honda,Fit,2012,182314,Branco,Manual,Gasolina,4,53655.2,14
Volkswagen,Polo,2012,46986,Cinza,Automático,Flex,4,58572.8,14
Chevrolet,Onix,2012,65524,Prata,Manual,Diesel,2,58795.2,14
Chevrolet,Tracker,2012,39550,Preto,Manual,Gasolina,2,67011.0,14
Nissan,Kicks,2012,193278,Cinza,Manual,Gasolina,2,43406.4,14
Renault,Duster,2012,19305,Cinza,Automático,Gasolina,4,57297.0,14
Hyundai,HB20,2012,100665,Cinza,Automático,Flex,4,54487.0,14
Toyota,Corolla,2012,126566,Preto,Manual,Gasolina,2,73806.8,14
Volkswagen,T-Cross,2012,136973,Branco,Automático,Flex,4,44687.4,14
Chevrolet,Tracker,2012,174357,Azul,Manual,Flex,2,30180.6,14
Jeep,Compass,2012,196519,Azul,Manual,Diesel,4,68080.2,14
Honda,HR-V,2012,51035,Azul,Manual,Flex,4,81090.0,14
Nissan,Frontier,2012,186524,Branco,Manual,Diesel,4,50026.2,14
Volkswagen,Gol,2012,137602,Preto,Manual,Diesel,2,38793.6,14
Volkswagen,T-Cross,2012,5322,Azul,Automático,Gasolina,2,69182.6,14
Toyota,Yaris,2012,18134,Vermelho,Automático,Diesel,2,99224.2,14
Hyundai,Creta,2012,116048,Cinza,Automático,Diesel,2,53017.4,14
Chevrolet,Onix,2012,29908,Prata,Automático,Gasolina,4,62147.4,14
Honda,Fit,2012,90775,Vermelho,Automático,Flex,4,72619.0,14
Jeep,Renegade,2012,20378,Preto,Automático,Diesel,2,107693.4,14
Renault,Kwid,2012,45021,Prata,Manual,Gasolina,2,51511.8,14
Hyundai,HB20S,2012,6195,Vermelho,Automático,Diesel,2,71368.0,14
Honda,HR-V,2012,77674,Cinza,Automático,Flex,2,78022.2,14
Toyota,Hilux,2012,174941,Azul,Manual,Diesel,2,66663.8,14
Jeep,Renegade,2012,27156,Azul,Automático,Flex,2,99882.8,14
Ford,Ka,2012,127000,Branco,Automático,Diesel,2,55974.0,14
Honda,Civic,2012,9491,Azul,Manual,Diesel,4,90568.8,14
Nissan,Frontier,2012,101850,Prata,Manual,Flex,2,64289.0,14
Honda,Civic,2012,73301,Branco,Automático,Flex,4,75755.8,14
Hyundai,Creta,2012,68395,Vermelho,Automático,Flex,2,62729.0,14
Nissan,Kicks,2012,129622,Vermelho,Automático,Diesel,2,52310.6,14
Toyota,Yaris,2012,12568,Preto,Manual,Diesel,2,99568.4,14
Jeep,Compass,2012,41596,Azul,Manual,Diesel,2,97526.8,14
Ford,Ranger,2012,169623,Preto,Automático,Flex,4,46719.4,14
Nissan,Frontier,2012,49264,Preto,Manual,Gasolina,4,73332.2,14
Nissan,Kicks,2012,169768,Azul,Automático,Flex,2,50642.4,14
Hyundai,HB20S,2012,71160,Cinza,Automático,Flex,2,63677.0,14
Nissan,Frontier,2012,192598,Prata,Manual,Diesel,4,42253.4,14
Chevrolet,S10,2012,101975,Prata,Automático,Flex,2,46560.0,14
Honda,Fit,2012,147227,Branco,Automático,Diesel,2,67677.6,14
Ford,Ka,2012,65657,Vermelho,Automático,Gasolina,2,68274.6,14
Hyundai,Creta,2012,168153,Branco,Automático,Diesel,2,39322.4,14
Hyundai,HB20,2012,135724,Prata,Manual,Flex,2,46330.2,14
Honda,Fit,2012,123262,Cinza,Automático,Diesel,4,65234.600000000006,14
Volkswagen,Gol,2012,131527,Vermelho,Automático,Flex,4,41729.600000000006,14
Chevrolet,S10,2012,163982,Azul,Manual,Gasolina,4,38535.6,14
Hyundai,HB20S,2012,38684,Cinza,Manual,Gasolina,4,62031.2,14
Nissan,Kicks,2012,73221,Azul,Automático,Diesel,2,66212.8,14
Honda,Civic,2012,178808,Cinza,Manual,Gasolina,2,59455.4,14
Chevrolet,Onix,2012,91601,Cinza,Manual,Gasolina,2,56158.8,14
Volkswagen,Polo,2012,156482,Vermelho,Manual,Flex,4,39934.6,14
Nissan,Kicks,2012,26354,Preto,Automático,Diesel,4,81074.2,14
Renault,Kwid,2012,78769,Cinza,Automático,Flex,4,44978.2,14
Toyota,Yaris,2012,98002,Cinza,Automático,Diesel,4,81726.6,14
Chevrolet,Onix Plus,2012,46845,Branco,Automático,Flex,4,62768.0,14
Honda,Fit,2012,177759,Azul,Manual,Gasolina,2,60665.2,14
Toyota,Hilux,2012,20752,Preto,Manual,Diesel,2,89182.6,14
Jeep,Compass,2012,193607,Cinza,Automático,Gasolina,4,66573.6,14
Jeep,Compass,2012,152543,Preto,Manual,Flex,2,81426.4,14
Ford,Ranger,2012,141181,Preto,Manual,Gasolina,4,50323.8,14
Nissan,Versa,2012,143041,Azul,Automático,Gasolina,4,55979.8,14
Jeep,Compass,2012,188692,Azul,Automático,Diesel,4,65532.600000000006,14
Nissan,Versa,2012,73484,Prata,Automático,Flex,4,68958.2,14
Hyundai,HB20S,2012,161192,Preto,Manual,Flex,2,39913.6,14
Toyota,Yaris,2012,143088,Azul,Manual,Flex,4,74288.4,14
Renault,Sandero,2012,137452,Prata,Manual,Gasolina,4,42446.6,14
Nissan,Kicks,2012,114069,Vermelho,Manual,Flex,4,63845.2,14
Chevrolet,Tracker,2012,31024,Branco,Manual,Flex,2,65470.2,14
Ford,Ranger,2012,77764,Preto,Manual,Diesel,2,57800.2,14
Hyundai,Creta,2012,17285,Branco,Manual,Diesel,2,69585.0,14
Ford,EcoSport,2012,179966,Cinza,Manual,Diesel,2,37942.8,14
Chevrolet,S10,2012,199372,Prata,Manual,Gasolina,4,30268.6,14
Ford,Ranger,2012,121696,Preto,Manual,Gasolina,2,52163.8,14
Toyota,Yaris,2012,12236,Preto,Manual,Gasolina,2,92886.8,14
Jeep,Compass,2012,183420,Azul,Automático,Diesel,4,76144.0,14
Ford,Ranger,2012,93733,Azul,Automático,Gasolina,2,58311.4,14
Renault,Duster,2012,153275,Azul,Manual,Diesel,4,29377.0,14
Chevrolet,Tracker,2012,118222,Cinza,Automático,Diesel,2,42808.600000000006,14
Renault,Kwid,2012,51542,Azul,Manual,Gasolina,4,53933.6,14
Renault,Sandero,2012,95039,Prata,Manual,Gasolina,4,50189.2,14
Chevrolet,Tracker,2012,32952,Azul,Manual,Diesel,4,58542.6,14
Jeep,Renegade,2012,68368,Prata,Automático,Flex,4,89695.4,14
Fiat,Argo,2012,164890,Preto,Manual,Diesel,2,30789.0,14
Jeep,Renegade,2012,62996,Preto,Automático,Flex,4,97851.8,14
Ford,Ranger,2012,60662,Cinza,Automático,Gasolina,2,69620.6,14
Hyundai,Creta,2012,98664,Preto,Automático,Flex,2,53479.2,14
Volkswagen,Virtus,2012,98113,Vermelho,Automático,Gasolina,2,49592.4,14
Volkswagen,T-Cross,2012,143165,Preto,Automático,Diesel,2,39898.0,14
Volkswagen,Virtus,2012,67821,Prata,Manual,Diesel,2,57080.8,14
Nissan,Versa,2012,74060,Vermelho,Manual,Diesel,4,71250.0,14
Volkswagen,T-Cross,2012,26025,Cinza,Automático,Gasolina,2,67668.0,14
Jeep,Renegade,2012,182442,Preto,Automático,Flex,2,68413.6,14
Ford,Ranger,2012,12343,Branco,Automático,Diesel,4,76651.4,14
Volkswagen,Virtus,2012,149307,Vermelho,Automático,Gasolina,2,39318.600000000006,14
Nissan,Versa,2012,151519,Vermelho,Automático,Diesel,4,52278.2,14
Renault,Kwid,2012,135249,Preto,Automático,Gasolina,2,39742.2,14
Honda,Fit,2012,102211,Vermelho,Manual,Diesel,4,73574.8,14
Jeep,Renegade,2012,163688,Preto,Automático,Flex,4,72055.4,14
Jeep,Compass,2012,198498,Vermelho,Manual,Gasolina,4,68217.4,14
Honda,Fit,2012,42311,Prata,Automático,Flex,4,85567.8,14
Ford,Ranger,2012,181021,Vermelho,Automático,Flex,2,39503.8,14
Honda,Civic,2012,183972,Preto,Automático,Diesel,4,60111.6,14
Nissan,Kicks,2012,120170,Azul,Automático,Flex,4,63956.0,14
Nissan,Frontier,2012,191602,Vermelho,Manual,Flex,2,46264.6,14
Jeep,Compass,2012,77599,Preto,Automático,Gasolina,2,90524.2,14
Jeep,Compass,2012,26974,Preto,Manual,Flex,4,98200.2,14
Fiat,Argo,2012,197936,Azul,Manual,Flex,2,25017.8,14
Volkswagen,T-Cross,2012,133099,Preto,Automático,Flex,4,39900.2,14
Ford,Ka,2012,126986,Prata,Automático,Diesel,2,53215.8,14
Volkswagen,Polo,2012,182299,Vermelho,Manual,Gasolina,4,35758.2,14
Jeep,Renegade,2012,179065,Preto,Manual,Gasolina,2,74507.0,14
Ford,Ranger,2012,154850,Cinza,Automático,Gasolina,2,42188.0,14
Honda,Fit,2012,63281,Azul,Manual,Flex,2,81773.8,14
Chevrolet,Onix,2012,38009,Cinza,Automático,Diesel,2,62595.2,14
Chevrolet,Onix,2012,63976,Vermelho,Automático,Gasolina,4,56881.8,14
Jeep,Compass,2012,126142,Azul,Automático,Flex,4,81111.6,14
Volkswagen,Gol,2012,18435,Preto,Manual,Gasolina,4,60500.0,14
Nissan,Frontier,2012,8560,Vermelho,Manual,Diesel,4,81268.0,14
Renault,Duster,2012,35847,Cinza,Manual,Diesel,4,57675.6,14
Chevrolet,Onix,2012,188551,Vermelho,Automático,Diesel,4,28627.800000000003,14
Honda,Civic,2012,156345,Vermelho,Automático,Diesel,2,64138.0,14
Chevrolet,Onix Plus,2012,48695,Prata,Automático,Diesel,4,61266.0,14
Volkswagen,Virtus,2012,70779,Branco,Manual,Diesel,2,56163.2,14
Fiat,Mobi,2012,197317,Prata,Manual,Diesel,2,22974.6,14
Hyundai,HB20,2012,41849,Branco,Manual,Flex,2,63898.2,14
Toyota,Yaris,2012,113857,Prata,Manual,Gasolina,2,72681.6,14
Honda,HR-V,2012,72721,Azul,Automático,Flex,4,77695.8,14
Jeep,Compass,2012,193373,Prata,Automático,Flex,4,71962.4,14
Hyundai,HB20,2012,94534,Branco,Automático,Flex,2,57447.2,14
Fiat,Argo,2012,197610,Branco,Manual,Gasolina,4,25642.0,14
Chevrolet,Onix,2012,136252,Vermelho,Automático,Diesel,2,45937.6,14
Chevrolet,Onix Plus,2012,5639,Preto,Automático,Diesel,2,65695.2,14
Jeep,Renegade,2012,57167,Branco,Automático,Diesel,4,98411.6,14
Volkswagen,Gol,2012,47462,Cinza,Automático,Gasolina,2,58245.6,14
Renault,Duster,2012,26414,Preto,Automático,Diesel,2,55172.2,14
Jeep,Renegade,2012,116416,Cinza,Manual,Diesel,2,85742.8,14
Honda,HR-V,2012,98569,Branco,Automático,Gasolina,4,72332.2,14
Jeep,Compass,2012,86995,Branco,Automático,Flex,2,93963.0,14
Volkswagen,Gol,2012,78776,Vermelho,Automático,Gasolina,4,53800.8,14
Fiat,Mobi,2012,173033,Branco,Automático,Diesel,4,31939.4,14
Fiat,Cronos,2012,113417,Vermelho,Automático,Diesel,2,43967.6,14
Honda,Fit,2012,135141,Cinza,Automático,Flex,4,69307.8,14
Renault,Kwid,2012,103924,Prata,Automático,Diesel,2,43887.2,14
Toyota,Hilux,2012,134229,Vermelho,Manual,Flex,2,67294.2,14
Volkswagen,Gol,2012,42973,Branco,Manual,Flex,2,57922.4,14
Hyundai,HB20,2012,132691,Azul,Automático,Flex,2,50529.8,14
Toyota,Yaris,2012,171414,Azul,Automático,Gasolina,4,66835.20000000001,14
Ford,Ranger,2012,103725,Preto,Automático,Gasolina,2,54924.0,14
Fiat,Cronos,2012,44121,Cinza,Automático,Flex,2,59664.8,14
Renault,Duster,2012,130101,Branco,Automático,Gasolina,2,37072.8,14
Fiat,Mobi,2012,107644,Cinza,Automático,Diesel,4,43669.2,14
Volkswagen,T-Cross,2012,83031,Preto,Manual,Gasolina,4,52524.8,14
Chevrolet,S10,2012,173895,Azul,Automático,Flex,4,36162.0,14
Honda,HR-V,2012,143063,Vermelho,Automático,Flex,2,64956.4,14
Hyundai,HB20S,2012,104251,Preto,Automático,Gasolina,2,54622.8,14
Honda,Civic,2012,157139,Cinza,Automático,Diesel,2,60441.2,14
Toyota,Hilux,2012,21299,Azul,Manual,Flex,4,95942.2,14
Nissan,Kicks,2012,183128,Branco,Manual,Flex,4,45247.4,14
Nissan,Versa,2012,137006,Preto,Manual,Gasolina,4,56259.8,14
Chevrolet,S10,2012,56875,Branco,Automático,Gasolina,4,63329.0,14
Hyundai,HB20,2012,169325,Prata,Automático,Diesel,2,39752.0,14
Nissan,Frontier,2012,139834,Cinza,Automático,Gasolina,4,52976.2,14
Ford,Ranger,2012,116440,Preto,Automático,Diesel,4,59469.0,14
Nissan,Frontier,2012,34604,Vermelho,Manual,Gasolina,2,75423.2,14
Nissan,Kicks,2012,125198,Cinza,Manual,Diesel,2,57050.4,14
Volkswagen,Polo,2012,425,Azul,Manual,Gasolina,4,68926.0,14
Fiat,Mobi,2012,33146,Cinza,Automático,Flex,2,61962.8,14
Nissan,Kicks,2012,83060,Branco,Automático,Gasolina,4,66474.0,14
Fiat,Argo,2012,151191,Branco,Manual,Flex,2,39283.8,14
Hyundai,Creta,2012,105771,Prata,Automático,Flex,4,51640.8,14
Hyundai,Creta,2012,6395,Prata,Automático,Flex,4,70575.0,14
Renault,Sandero,2012,43798,Prata,Automático,Gasolina,2,54528.4,14
Nissan,Versa,2012,162003,Azul,Automático,Diesel,4,46680.4,14
Toyota,Hilux,2012,192375,Azul,Manual,Diesel,4,59360.0,14
Ford,Ka,2012,165103,Azul,Automático,Flex,4,40447.4,14
Nissan,Versa,2012,186390,Preto,Manual,Flex,4,43283.0,14
Honda,Civic,2012,34037,Vermelho,Automático,Diesel,4,88832.6,14
Fiat,Cronos,2012,35304,Cinza,Automático,Flex,4,54787.2,14
Nissan,Versa,2012,189373,Prata,Manual,Gasolina,4,43536.4,14
Volkswagen,Gol,2012,108741,Cinza,Automático,Gasolina,2,44713.8,14
Nissan,Kicks,2012,161639,Branco,Automático,Diesel,4,54269.2,14
Ford,EcoSport,2012,54118,Branco,Automático,Flex,4,69501.4,14
Chevrolet,Onix,2012,33133,Cinza,Manual,Diesel,2,60082.4,14
Renault,Kwid,2012,76022,Cinza,Manual,Gasolina,4,50769.6,14
Renault,Duster,2012,40767,Prata,Automático,Gasolina,2,59291.6,14
Nissan,Kicks,2012,85269,Azul,Automático,Diesel,4,65321.2,14
Jeep,Renegade,2012,12299,Cinza,Manual,Diesel,4,102685.2,14
Volkswagen,Gol,2012,11637,Vermelho,Manual,Diesel,2,63752.600000000006,14
Honda,Fit,2012,167099,Azul,Automático,Flex,2,64452.2,14
Volkswagen,T-Cross,2012,123652,Preto,Automático,Diesel,4,40345.6,14
Hyundai,HB20S,2012,47595,Azul,Automático,Diesel,2,58572.0,14
Volkswagen,Virtus,2012,159074,Azul,Manual,Gasolina,2,38194.2,14
Chevrolet,S10,2012,109460,Branco,Automático,Gasolina,4,49290.0,14
Nissan,Versa,2012,171055,Preto,Automático,Flex,2,47881.0,14
Ford,EcoSport,2012,104672,Prata,Manual,Gasolina,4,57242.600000000006,14
Fiat,Cronos,2012,152665,Branco,Manual,Gasolina,2,34912.0,14
Honda,Civic,2012,38877,Azul,Automático,Diesel,4,82529.6,14
Toyota,Hilux,2012,23848,Branco,Automático,Flex,2,89361.4,14
Jeep,Compass,2012,70191,Preto,Manual,Diesel,4,97430.8,14
Honda,Fit,2012,118756,Prata,Manual,Gasolina,2,65442.8,14
Toyota,Hilux,2012,67854,Cinza,Manual,Flex,4,81180.2,14
Nissan,Frontier,2012,70963,Prata,Manual,Gasolina,4,65199.4,14
Volkswagen,Virtus,2012,16186,Azul,Manual,Diesel,4,68885.8,14
Jeep,Compass,2012,10190,Azul,Manual,Flex,4,101348.0,14
Chevrolet,Tracker,2012,30029,Preto,Manual,Gasolina,4,61145.2,14
Ford,Ka,2012,196566,Azul,Manual,Diesel,4,42486.8,14
Renault,Kwid,2012,150780,Vermelho,Automático,Gasolina,2,35935.0,14
Renault,Duster,2012,5291,Azul,Automático,Gasolina,2,67611.8,14
Chevrolet,Onix Plus,2012,52652,Prata,Automático,Flex,4,59547.6,14
Fiat,Cronos,2012,43324,Vermelho,Manual,Flex,2,56549.2,14
Jeep,Renegade,2012,189933,Azul,Automático,Diesel,4,68761.4,14
Nissan,Kicks,2012,23016,Prata,Manual,Gasolina,4,74446.8,14
Fiat,Cronos,2012,148839,Branco,Automático,Gasolina,4,32930.2,14
Chevrolet,Onix,2012,175245,Prata,Automático,Flex,2,30149.0,14
Renault,Sandero,2012,105520,Azul,Manual,Gasolina,4,43683.0,14
Hyundai,HB20S,2012,155451,Preto,Automático,Gasolina,4,42328.8,14
Nissan,Versa,2012,98470,Preto,Automático,Diesel,2,66048.0,14
Ford,Ranger,2012,161909,Vermelho,Manual,Gasolina,2,48898.2,14
Jeep,Renegade,2012,159029,Vermelho,Automático,Gasolina,4,72994.2,14
Fiat,Mobi,2012,56243,Vermelho,Automático,Diesel,2,59118.4,14
Volkswagen,Virtus,2012,60520,Branco,Manual,Flex,2,59751.0,14
Ford,Ranger,2012,158701,Azul,Manual,Flex,2,46843.8,14
Fiat,Cronos,2012,184524,Prata,Manual,Diesel,4,26013.2,14
Fiat,Mobi,2012,199264,Cinza,Manual,Flex,4,29455.2,14
Ford,Ka,2012,136715,Preto,Manual,Gasolina,4,50308.0,14
Volkswagen,Gol,2013,119028,Azul,Automático,Diesel,2,43334.4,13
Jeep,Compass,2013,164330,Preto,Manual,Gasolina,2,75658.0,13
Hyundai,Creta,2013,63105,Branco,Manual,Diesel,4,66062.0,13
Volkswagen,Gol,2013,73663,Azul,Automático,Gasolina,2,50143.4,13
Hyundai,Creta,2013,159000,Branco,Manual,Gasolina,2,40261.0,13
Fiat,Cronos,2013,128716,Prata,Manual,Diesel,2,46143.8,13
Honda,Civic,2013,148315,Branco,Manual,Diesel,2,68835.0,13
Fiat,Argo,2013,119433,Branco,Automático,Gasolina,2,47934.4,13
Hyundai,HB20,2013,76003,Cinza,Manual,Flex,4,57854.4,13
Volkswagen,Virtus,2013,99851,Branco,Automático,Diesel,4,47177.8,13
Jeep,Compass,2013,159317,Azul,Automático,Gasolina,2,76801.6,13
Nissan,Kicks,2013,156716,Branco,Manual,Gasolina,4,53033.8,13
